,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
446,Dique do Dry Stacking,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.158188888888887,-44.426449999999996,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
447,Barragem Samambaia 0 (Zero),MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.172921666666667,-44.4485475,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
448,Dique Oeste,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.170972222222222,-44.45458333333334,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
449,Dique Intermediário,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.15983333333333,-44.44994444444444,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
450,Dique Mazano,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.14038888888889,-44.42247222222222,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
451,Dique da Mineira,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.15036111111111,-44.43583333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,45.51
452,Dique BIV-3 - Dique Hércules,MINERACAO USIMINAS S.A.,12056613000120,MG,ITATIAIUÇU,-20.156055555555554,-44.44138888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
453,Dique 01 de Terra,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,ITATIAIUÇU,-20.138711944444445,-44.40083083333333,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
454,Dique 2 de Concreto,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,ITATIAIUÇU,-20.138583333333333,-44.400749999999995,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
455,Dique BIII-6,FERROMINAS - MINERAÇÃO LTDA,08814720000100,MG,ITAÚNA,-20.14667222222222,-44.45438611111111,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,41.98
456,Dique BIII-7,FERROMINAS - MINERAÇÃO LTDA,08814720000100,MG,ITAÚNA,-20.146855555555554,-44.45146388888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
457,Dique BIII-3,M B L MATERIAIS BASICOS LTDA,19543206000196,MG,ITAÚNA,-20.14776138888889,-44.46010305555556,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,Revisão Periódica - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
458,Dique 1,CARBETO DE SILICIO SIKA BRASIL LTDA,32870697000148,MG,ITUTINGA,-21.30823888888889,-44.66088333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
459,Dique 2,CARBETO DE SILICIO SIKA BRASIL LTDA,32870697000148,MG,ITUTINGA,-21.30823611111111,-44.661830555555554,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
460,Dique 3,CARBETO DE SILICIO SIKA BRASIL LTDA,32870697000148,MG,ITUTINGA,-21.308733333333333,-44.66203888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
461,BARRAGEM 7,VALE S.A.,33592510000154,MG,JECEABA,-20.56261111111111,-43.95086111111112,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
462,BARRAGEM B1,Roberto Eustáquio Silva Pedrosa,00546997000260,MG,LAGAMAR,-18.282231944444444,-46.86132583333333,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
463,CAVA B,YARA BRASIL FERTILIZANTES S/A Filial: YARA BRASIL FERTILIZANTES S/A,92660604000182,MG,LAGAMAR,-18.27986111111111,-46.86211111111111,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,20.0
464,PDE Engano,VALE S.A.,33592510000154,MG,MARIANA,-20.338055555555556,-43.42461111111111,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,9.0
465,Dique B2 - Pilha de Estéril João Manoel,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.17090388888889,-43.49808888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
466,Dique B3 - Pilha de Estéril João Manoel,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.16991,-43.49610583333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
467,PDE Lagoa Seca,VALE S.A.,33592510000154,MG,MARIANA,-20.348972222222223,-43.41308333333333,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
468,Dique Portaria,VALE S.A.,33592510000154,MG,MARIANA,-20.17795611111111,-43.49758305555556,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
469,Dique 1010,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.188345,-43.497886944444446,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
470,Campo Grande,VALE S.A.,33592510000154,MG,MARIANA,-20.176068055555557,-43.487316666666665,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,2.0,0,0.0,0.0,0,0.0
471,Dicão Leste,VALE S.A.,33592510000154,MG,MARIANA,-20.139289722222223,-43.41233305555556,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0,0.0,0.0,0,0.0
472,PDE Fosforoso,VALE S.A.,33592510000154,MG,MARIANA,-20.159307499999997,-43.46931083333334,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
473,PDE Permanente I,VALE S.A.,33592510000154,MG,MARIANA,-20.184531944444444,-43.43761361111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
474,PDE Permanente II - Fase I,VALE S.A.,33592510000154,MG,MARIANA,-20.207473055555553,-43.45439972222223,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
475,Barragem de Germano,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.2165,-43.46794444444445,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,2.0,2.0,0,0.0,0.0,0,0.0
476,Barragem Eixo 1,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.210477777777776,-43.46011388888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
477,Cava do Germano,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.194805555555554,-43.49308333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,19.0
478,Dique S3,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.235874722222224,-43.42299194444444,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,12.8
479,Dique S4,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.24127777777778,-43.41088694444444,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
480,Nova Barragem de Santarém,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MARIANA,-20.23131944444444,-43.44181666666666,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
481,Dique Caffaro,MINERAL DO BRASIL LTDA,17246638000100,MG,MÁRIO CAMPOS,-20.095525,-44.16237777777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,14.6
482,Dique 01 Serra Azul - Dique Vai e Volta 1,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.129083333333334,-44.42019444444444,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
483,Dique 02 Serra Azul - Dique Vai e Volta 2,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.130277777777778,-44.4225,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
484,Dique 03 Serra Azul - Dique Vai e Volta 3,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.130736111111112,-44.42670277777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
485,Dique 13 - Pains,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.12441388888889,-44.40018333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
486,Dique da Oficina,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.125333333333334,-44.41047222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
487,Dique da Oficina II,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.12625,-44.4135,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
488,Dique 01 - Serra Azul,Minerita Minérios Itaúna Ltda.,16813461000113,MG,MATEUS LEME,-20.119794444444445,-44.38552222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
489,Dique 02 - Pitangui,Minerita Minérios Itaúna Ltda.,16813461000113,MG,MATEUS LEME,-20.12368888888889,-44.37551666666667,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
490,Dique Leste I,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.12138888888889,-44.37122222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
491,Dique Leste II,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.12022222222222,-44.37177777777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
492,Dique Leste III,MINERACAO USIMINAS S.A.,12056613000120,MG,MATEUS LEME,-20.116083333333336,-44.37125,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
493,Bacia de Decantação 1,MINERACAO MATHEUS LEME LTDA,60510195000141,MG,MATEUS LEME,-19.934444444444445,-44.47083333333334,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
494,Bacia de Decantação 2,MINERACAO MATHEUS LEME LTDA,60510195000141,MG,MATEUS LEME,-19.934166666666666,-44.47138888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
495,Bacia de Decantação 3,MINERACAO MATHEUS LEME LTDA,60510195000141,MG,MATEUS LEME,-19.933888888888887,-44.471944444444446,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
496,Barragem de Decantação de Água e Polpa - EBII - Mineroduto,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,MATIPÓ,-20.371955833333335,-42.35480777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
497,Barragem de Mercês,Bauminas Mineração Ltda,19534650000145,MG,MERCÊS,-21.13257527777778,-43.350344722222225,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
498,BARRAGEM BOM JARDIM,Bauminas Mineração Ltda,19534650000145,MG,MIRAÍ,-21.211575277777776,-42.714930833333334,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
499,Miraí,COMPANHIA BRASILEIRA DE ALUMINIO,61409892000173,MG,MIRAÍ,-21.06215472222222,-42.563762777777775,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,2.0,0,0.0,0.0,0,0.01
500,Volta Grande 2,AMG BRASIL S.A.,11224676000185,MG,NAZARENO,-21.087777777777777,-44.589666666666666,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,20.0
501,Barragem Mãe D'Água,GREEN METALS NOVA ERA SOLUCOES AMBIENTAIS S.A,16530219000132,MG,NOVA ERA,-19.60171388888889,-43.029916666666665,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,18.0
502,Dique - Pilha de Rejeito,EXTRATIVA MINERAL S/A,17174889000126,MG,NOVA LIMA,-20.110225,-43.9088,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
503,Barragem de Contenção de Sólidos Carreados,EXTRATIVA MINERAL S/A,17174889000126,MG,NOVA LIMA,-20.110016666666667,-43.90324722222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,31.0
504,Dique de Contenção de Finos,Pedras Congonhas Extração Arte e Ind. Ltda,19695030000198,MG,NOVA LIMA,-20.116111111111113,-43.87372222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
505,Dique 1,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.147178888888888,-43.885752777777775,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
506,Cachoeirinha,VALLOUREC TUBOS DO BRASIL LTDA.,17170150000146,MG,NOVA LIMA,-20.15272222222222,-43.96544444444445,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
507,Dique Lisa,VALLOUREC TUBOS DO BRASIL LTDA.,17170150000146,MG,NOVA LIMA,-20.14975,-43.96458333333334,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,33.0,7.0,1,56.0
508,Vargem Grande,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.18186111111111,-43.867,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0,0.0,0.0,0,0.0
509,III,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.155694444444443,-43.88711111111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
510,B,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.12441666666667,-43.92522222222222,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
511,Horizontes,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.12988888888889,-43.92569444444444,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
512,CALCINADOS,ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,18565382000166,MG,NOVA LIMA,-19.96361111111111,-43.83888888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0,0.0,0.0,0,0.0
513,Peneirinha,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.11061527777778,-43.963614166666666,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,39.0
514,Capão da Serra,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.068666666666665,-43.93058333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
515,B6,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.05825,-43.964083333333335,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
516,B7,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.06113888888889,-43.961333333333336,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
517,Taquaras,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.039333333333335,-43.929138888888886,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
518,II,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.15288888888889,-43.888416666666664,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
519,5 (MAC),VALE S.A.,33592510000154,MG,NOVA LIMA,-19.977086666666665,-43.893002777777774,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
520,6,VALE S.A.,33592510000154,MG,NOVA LIMA,-19.96,-43.882777777777775,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,42.0
521,7a,VALE S.A.,33592510000154,MG,NOVA LIMA,-19.965555555555554,-43.88527777777778,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
522,7B,VALE S.A.,33592510000154,MG,NOVA LIMA,-19.967364999999997,-43.882979166666665,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,50.0
523,B3/B4,VALE S.A.,33592510000154,MG,NOVA LIMA,-20.047611111111113,-43.95436111111111,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,45.0
524,5 (Mutuca),VALE S.A.,33592510000154,MG,NOVA LIMA,-20.02622583333333,-43.942562499999994,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
525,Prata,VALE S.A.,33592510000154,MG,OURO PRETO,-20.41172222222222,-43.86527777777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,54.0
526,B5,VERMELHAO MINERACAO INDUSTRIA E COMERCIO LTDA,16857492000176,MG,OURO PRETO,-20.401805555555555,-43.534166666666664,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
527,Novo Dique dos Macacos,SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL,16628281000161,MG,OURO PRETO,-20.193141666666666,-43.5085,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,26.62
528,Baias da UTM II,GERDAU ACOMINAS S/A,17227422000105,MG,OURO PRETO,-20.454777777777778,-43.776944444444446,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
529,Área IX,VALE S.A.,33592510000154,MG,OURO PRETO,-20.412253888888888,-43.87885194444444,Sul do Equador,Média,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,87.0,10.0,1,45.0
530,Forquilha V,VALE S.A.,33592510000154,MG,OURO PRETO,-20.39498,-43.83973972222223,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,0.0
531,Doutor,VALE S.A.,33592510000154,MG,OURO PRETO,-20.290448611111113,-43.49052777777778,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,2.0,0,0.0,0.0,0,0.0
532,Timbopeba,VALE S.A.,33592510000154,MG,OURO PRETO,-20.270514444444444,-43.49623527777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,87.0,10.0,1,45.0
